ProductKey,Product Code,Product Name,Product Description,ProductSubcategoryKey,Manufacturer,Brand,Class,Style,Color,Size,Weight,Weight Unit Measure,Stock Type Code,Stock Type,Unit Cost,Unit Price,Available Date,Status
1783,0702077,MGS Age of Empires III 2008 E139,Age of Empires III 2008,39,Tailspin Toys,Tailspin Toys,Economy,Product0702077,White,,,,3,Low,$21.92,$43.00,2005/01/05,On
1784,0702078,MGS Fable: The Lost Chapters2008 E140,Fable: The Lost Chapters2008,39,Tailspin Toys,Tailspin Toys,Economy,Product0702078,White,,,,3,Low,$21.92,$43.00,2006/03/08,On
1785,0702079,MGS Dungeon 2007 E141,Dungeon Siege I 2007,39,Tailspin Toys,Tailspin Toys,Economy,Product0702079,Silver,,,,3,Low,$21.92,$43.00,2005/02/09,On
1786,0702080,MGS Zoo Tycoon 2008 E142,Zoo Tycoon 2008,39,Tailspin Toys,Tailspin Toys,Economy,Product0702080,Pink,,,,3,Low,$21.92,$43.00,2006/02/08,On
1787,0702081,MGS Rise of Nations: Gold Edition 2009 E143,Rise of Nations: Gold Edition 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702081,Pink,,,,3,Low,$21.92,$43.00,2005/01/04,On
1788,0702082,MGS Age of Mythology: Gold Edition 2009 E144,Age of Mythology: Gold Edition 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702082,Silver,,,,3,Low,$21.92,$43.00,2005/01/08,On
1789,0702083,MGS Rise of Nations: Thrones and Patriots2009 E145,Rise of Nations: Thrones and Patriots2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702083,Yellow,,,,3,Low,$21.92,$43.00,2006/05/06,On
1790,0702084,MGS Dungeon Siege: Legends of Aranna 2009 E146,Dungeon Siege: Legends of Aranna?2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702084,Silver,,,,3,Low,$21.92,$43.00,2006/05/11,On
1791,0702085,MGS Kings & Myths: The Age Collection2009 E147,Kings & Myths: The Age Collection2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702085,Pink,,,,3,Low,$21.92,$43.00,2006/05/12,On
1792,0702086,MGS Age of Mythology: The Titans Expansion 2009 E148,Age of Mythology: The Titans Expansion 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702086,Pink,,,,3,Low,$21.92,$43.00,2007/04/05,On
1793,0702087,MGS Halo: Combat Evolved2009 E149,Halo: Combat Evolved2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702087,Pink,,,,3,Low,$21.92,$43.00,2007/04/05,On
1794,0702088,MGS Zoo Tycoon Complete Collection2009 E150,Zoo Tycoon Complete Collection2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702088,Silver,,,,3,Low,$21.92,$43.00,2009/01/02,On
1795,0702089,MGS Flight Simulator 2009: A Century of Flight E151,Flight Simulator 2009: A Century of Flight,39,Tailspin Toys,Tailspin Toys,Economy,Product0702089,Silver,,,,3,Low,$21.92,$43.00,2009/01/03,On
1796,0702090,MGS Rise of Nations2009 E152,Rise of Nations2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702090,Silver,,,,3,Low,$21.92,$43.00,2005/01/04,On
1797,0702091,MGS Freelancer 2009 E153,Freelancer 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702091,Silver,,,,3,Low,$21.92,$43.00,2006/05/06,On
1798,0702092,MGS Impossible Creatures2009 E154,Impossible Creatures2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702092,Black,,,,3,Low,$21.92,$43.00,2005/01/02,On
1799,0702093,MGS RalliSport Challenge2009 E155,RalliSport Challenge2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702093,Silver,,,,3,Low,$13.26,$26.00,2007/04/05,On
1800,0702094,MGS MechCollection2009 E156,MechCollection2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702094,White,,,,3,Low,$16.31,$32.00,2009/01/02,On
1801,0702095,MGS MechWarrior4: Mercenaries2009 E157,Tailspin MechWarrior4: Mercenaries2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702095,White,,,,3,Low,$16.31,$32.00,2007/01/04,On
1802,0702096,MGS Age of Mythology 2009 E158,Age of Mythology 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702096,White,,,,3,Low,$16.31,$32.00,2005/01/05,On
1803,0702097,MGS Combat Flight Simulator 2009 E159,Combat Flight Simulator 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702097,Blue,,,,3,Low,$16.31,$32.00,2006/03/08,On
1804,0702098,MGS Zoo Tycoon Marine Mania 2009 E160,Zoo Tycoon Marine Mania 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702098,Blue,,,,3,Low,$16.31,$32.00,2006/02/08,On
1805,0702099,MGS MechWarrior 4 Mach Paks2009 E161,MechWarrior 4 'Mach Paks2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702099,Green,,,,3,Low,$16.31,$32.00,2005/01/04,On
1806,0702100,MGS Zoo Tycoon Dinosaur Digs2009 E162,Zoo Tycoon Dinosaur Digs2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702100,Blue,,,,3,Low,$16.31,$32.00,2005/02/08,On
1807,0702101,MGS Dungeon Siege 2009 E163,Dungeon Siege 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702101,Gold,,,,3,Low,$16.31,$32.00,2005/03/08,On
1808,0702102,MGS Classic Flight Collection2009 E164,Classic Flight Collection2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702102,Pink,,,,3,Low,$16.31,$32.00,2005/02/03,On
1809,0702103,MGS Bicycle Board Games2009 E165,Bicycle Board Games2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702103,Blue,,,,3,Low,$16.31,$32.00,2006/02/09,On
1810,0702104,MGS Bicycle Card Games2009 E166,Bicycle Card Games2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702104,Blue,,,,3,Low,$16.31,$32.00,2007/08/09,On
1811,0702105,MGS Bicycle Casino Games2009 E167,Bicycle Casino Games2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702105,Blue,,,,3,Low,$16.31,$32.00,2008/02/09,On
1812,0702106,MGS Flight Simulator 2009 E168,Flight Simulator 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702106,Blue,,,,3,Low,$16.31,$32.00,2009/01/09,On
1813,0702107,MGS Racing Madness 2009 E169,Racing Madness 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702107,Blue,,,,3,Low,$16.31,$32.00,2008/03/09,On
1814,0702108,MGS Zoo Tycoon2009 E170,Zoo Tycoon2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702108,Blue,,,,3,Low,$16.31,$32.00,2005/02/08,On
1815,0702109,MGS MechWarrior 4:Knight2009 E171,MechWarrior 4: Black Knight2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702109,Blue,,,,3,Low,$16.31,$32.00,2009/01/02,On
1816,0702110,MGS Age of Empires II Gold Edition2009 E172,Age of Empires II Gold Edition2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702110,Blue,,,,3,Low,$16.31,$32.00,2007/01/04,On
1817,0702111,MGS MechCommander 2009 E173,MechCommander 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702111,Blue,,,,3,Low,$16.31,$32.00,2005/01/05,On
1818,0702112,MGS Train Simulator 2009 E174,Train Simulator 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702112,Blue,,,,3,Low,$16.31,$32.00,2006/03/08,On
1819,0702113,MGS MechWarrior 4: Vengeance 2009 E175,MechWarrior 4: Vengeance 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702113,Blue,,,,3,Low,$16.31,$32.00,2005/02/09,On
1820,0702114,MGS Return of Arcade Anniversary Edition 2009 E176,Return of Arcade Anniversary Edition 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702114,Blue,,,,3,Low,$16.31,$32.00,2006/02/08,On
1821,0702115,MGS Combat Flight Simulator 2009 E177,Tailspin Combat Flight Simulator 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702115,Blue,,,,3,Low,$16.31,$32.00,2005/01/04,On
1822,0702116,MGS Age of Empires II: The Conquerors Expansion 2009 E178,Age of Empires II: The Conquerors Expansion 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702116,Blue,,,,3,Low,$16.31,$32.00,2005/02/08,On
1823,0702117,MGS Flight Simulator 2009 E179,Tailspin Flight Simulator 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702117,Blue,,,,3,Low,$16.31,$32.00,2009/01/02,On
1824,0702118,MGS Age of Empires II: The Age of Kings 2009 E180,Age of Empires II: The Age of Kings 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702118,Blue,,,,3,Low,$16.31,$32.00,2007/01/04,On
1825,0702119,MGS Age of Empires Expansion: The Rise of Rome 2009 E181,Tailspin Age of Empires Expansion: The Rise of Rome 2009,39,Tailspin Toys,Tailspin Toys,Economy,Product0702119,Blue,,,,3,Low,$16.31,$32.00,2005/01/05,On
1826,0702120,"MGS Age of Empires, 2009 E182",,39,Tailspin Toys,Tailspin Toys,Economy,Product0702120,Blue,,,,3,Low,$16.31,$32.00,2006/03/08,On
1709,0702003,MGS Gears of War M170,Gears of War,39,Tailspin Toys,Tailspin Toys,Regular,Product0702003,Blue,,,,3,Low,$32.25,$70.13,2005/05/09,On
1710,0702004,MGS Age of Empires III: The Asian Dynasties M180,Age of Empires III: The Asian Dynasties,39,Tailspin Toys,Tailspin Toys,Regular,Product0702004,Silver,,,,3,Low,$32.25,$70.13,2004/09/08,On
1711,0702005,MGS Age of Empires III: The Asian Dynasties M190,Age of Empires III: The Asian Dynasties,39,Tailspin Toys,Tailspin Toys,Regular,Product0702005,Black,,,,3,Low,$32.25,$70.13,2004/09/08,On
1712,0702006,MGS Flight Simulator X Acceleration Expansion Pack M200,Flight Simulator X Acceleration Expansion Pack,39,Tailspin Toys,Tailspin Toys,Regular,Product0702006,Silver,,,,3,Low,$32.25,$70.13,2004/05/04,On
1713,0702007,MGS Zoo Tycoon 2: Extinct Animals M210,Zoo Tycoon 2 : Extinct Animals,39,Tailspin Toys,Tailspin Toys,Regular,Product0702007,Silver,,,,3,Low,$32.25,$70.13,2005/01/02,On
1714,0702008,MGS Halo 2 for Windows Vista M220,Halo 2 for Windows Vista,39,Tailspin Toys,Tailspin Toys,Regular,Product0702008,White,,,,3,Low,$32.25,$70.13,2005/01/03,On
1715,0702009,MGS Shadow-run M230,Shadow run,39,Tailspin Toys,Tailspin Toys,Regular,Product0702009,White,,,,3,Low,$32.25,$70.13,2005/01/04,On
1716,0702010,MGS Age of Empires III: The War Chiefs M240,Age of Empires III : The War Chiefs,39,Tailspin Toys,Tailspin Toys,Regular,Product0702010,Black,,,,3,Low,$32.25,$70.13,2006/05/08,On
1717,0702011,MGS Flight Simulator X M250,Tailspin Flight Simulator X,39,Tailspin Toys,Tailspin Toys,Regular,Product0702011,Pink,,,,3,Low,$32.25,$70.13,2006/05/08,On
1718,0702012,MGS Zoo Tycoon 2: Zookeeper Collection M260,Zoo Tycoon 2: Zookeeper Collection,39,Tailspin Toys,Tailspin Toys,Regular,Product0702012,Blue,,,,3,Low,$32.25,$70.13,2006/05/08,On
1719,0702013,MGS Zoo Tycoon 2: Marine Mania Expansion Pack M270,Zoo Tycoon 2: Marine Mania Expansion Pack,39,Tailspin Toys,Tailspin Toys,Regular,Product0702013,Black,,,,3,Low,$32.25,$70.13,2006/05/09,On
1720,0702014,MGS Zoo Tycoon 2: African Adventure M280,Zoo Tycoon 2: African Adventure,39,Tailspin Toys,Tailspin Toys,Regular,Product0702014,Black,,,,3,Low,$32.25,$70.13,2006/05/10,On
1721,0702015,MGS Rise of Nations: Rise of Legends M290,Tailspin Rise of Nations: Rise of Legends,39,Tailspin Toys,Tailspin Toys,Regular,Product0702015,Black,,,,3,Low,$32.25,$70.13,2006/05/11,On
1728,0702022,MGS Age of Mythology: Gold Edition M310,Age of Mythology: Gold Edition,39,Tailspin Toys,Tailspin Toys,Regular,Product0702022,Blue,,,,3,Low,$36.70,$79.80,2005/01/04,On
1729,0702023,MGS Rise of Nations: Thrones and Patriots M320,Rise of Nations: Thrones and Patriots,39,Tailspin Toys,Tailspin Toys,Regular,Product0702023,Blue,,,,3,Low,$35.72,$77.68,2009/01/02,On
1730,0702024,MGS Dungeon Siege: Legends of Aranna M330,Dungeon Siege: Legends of Arana,39,Tailspin Toys,Tailspin Toys,Regular,Product0702024,Blue,,,,3,Low,$35.72,$77.68,2006/05/11,On
1731,0702025,MGS King& Myths: The Age Collection M340,Kings & Myths: The Age Collection,39,Tailspin Toys,Tailspin Toys,Regular,Product0702025,Black,,,,3,Low,$33.32,$72.45,2006/05/11,On
1732,0702026,MGS Age of Mythology: The Titans Expansion M350,Age of Mythology: The Titans Expansion,39,Tailspin Toys,Tailspin Toys,Regular,Product0702026,Black,,,,3,Low,$33.32,$72.45,2006/05/11,On
1745,0702039,MGS MechWarrior 4 Mach Packs X100,MechWarrior 4 'Mach Paks,39,Tailspin Toys,Tailspin Toys,Deluxe,Product0702039,Blue,,,,3,Low,$36.11,$109.00,2006/05/08,On
1746,0702040,MGS Zoo Tycoon Dinosaur Digs X200,Zoo Tycoon Dinosaur Digs,39,Tailspin Toys,Tailspin Toys,Deluxe,Product0702040,Black,,,,3,Low,$36.11,$109.00,2006/05/08,On
1747,0702041,MGS Dungeon Siege X300,Dungeon Siege,39,Tailspin Toys,Tailspin Toys,Deluxe,Product0702041,Blue,,,,3,Low,$36.11,$109.00,2006/05/08,On
1748,0702042,MGS Classic Flight Collection X400,Classic Flight Collection,39,Tailspin Toys,Tailspin Toys,Deluxe,Product0702042,Black,,,,3,Low,$36.11,$109.00,2006/05/11,On
1749,0702043,MGS Bicycle Board Games X500,Bicycle Board Games,39,Tailspin Toys,Tailspin Toys,Deluxe,Product0702043,Grey,,,,3,Low,$36.11,$109.00,2006/05/11,On
1750,0702044,MGS Bicycle Card Games X600,Bicycle Card Games,39,Tailspin Toys,Tailspin Toys,Deluxe,Product0702044,White,,,,3,Low,$36.11,$109.00,2006/05/11,On
1751,0702045,MGS Bicycle Casino Games X700,Bicycle Casino Games,39,Tailspin Toys,Tailspin Toys,Deluxe,Product0702045,Silver,,,,3,Low,$36.11,$109.00,2005/05/07,On
1752,0702046,MGS Flight Simulator 2002 M360,Flight Simulator 2002,39,Tailspin Toys,Tailspin Toys,Regular,Product0702046,Pink,,,,3,Low,$40.93,$89.00,2006/05/11,On
1753,0702047,MGS Racing Madness 2 M370,Racing Madness 2,39,Tailspin Toys,Tailspin Toys,Regular,Product0702047,Pink,,,,3,Low,$40.93,$89.00,2005/01/04,On
1754,0702048,MGS Zoo Tycoon M380,Zoo Tycoon,39,Tailspin Toys,Tailspin Toys,Regular,Product0702048,Blue,,,,3,Low,$40.93,$89.00,2005/01/04,On
1759,0702053,MGS MechWarrior 4: Vengeance X800,MechWarrior 4: Vengeance,39,Tailspin Toys,Tailspin Toys,Deluxe,Product0702053,Purple,,,,3,Low,$34.75,$104.89,2006/05/11,On
1760,0702054,MGS Return of Arcade Anniversary Edition M390,Return of Arcade Anniversary Edition,39,Tailspin Toys,Tailspin Toys,Regular,Product0702054,Blue,,,,3,Low,$43.60,$94.80,2005/01/04,On
1761,0702055,MGS Combat Flight Simulator 2 M400,Combat Flight Simulator 2,39,Tailspin Toys,Tailspin Toys,Regular,Product0702055,Black,,,,3,Low,$33.75,$73.39,2005/01/04,On
1763,0702057,MGS Flight Simulator 2000 M410,Tailspin Flight Simulator 2000,39,Tailspin Toys,Tailspin Toys,Regular,Product0702057,Pink,,,,3,Low,$45.87,$99.75,2006/05/08,On
1765,0702059,MGS Age of Empires Expansion: The Rise of Rome X900,Age of Empires Expansion: The Rise of Rome,39,Tailspin Toys,Tailspin Toys,Deluxe,Product0702059,Blue,,,,3,Low,$198.39,$598.80,2009/01/02,On
1766,0702060,MGS Age of Empires 2008new M420,Tailspin Age of Empires 2008new,39,Tailspin Toys,Tailspin Toys,Regular,Product0702060,Black,,,,3,Low,$24.83,$54.00,2009/01/02,On
1767,0702061,MGS Dal of Honor Airborne 2008 M430,Dal of Honor Airborne 2008,39,Tailspin Toys,Tailspin Toys,Regular,Product0702061,White,,,,3,Low,$15.64,$34.00,2009/01/02,On
1768,0702062,MGS Empires Collector's 2008 M440,Empires Collector's 2008,39,Tailspin Toys,Tailspin Toys,Regular,Product0702062,Purple,,,,3,Low,$15.64,$34.00,2009/01/02,On
1769,0702063,MGS Gears of War 2008 M450,Gears of War 2008,39,Tailspin Toys,Tailspin Toys,Regular,Product0702063,White,,,,3,Low,$15.64,$34.00,2005/02/09,On
1707,0702001,MGS Dal of Honor Airborne M150,Dal of Honor Airborne,39,Tailspin Toys,Tailspin Toys,Regular,Product0702001,Silver,,,,1,High,$32.25,$70.13,2007/04/05,On
1708,0702002,MGS Collector's M160,Collectors,39,Tailspin Toys,Tailspin Toys,Regular,Product0702002,Black,,,,1,High,$32.25,$70.13,2006/05/08,On
842,0308100,Contoso Bright Light battery E20 Black,"Illuminate wireless reading device, two super LED lights",22,"Contoso, Ltd",Contoso,Economy,Product0308100,Black,,,,2,Mid,$13.71,$26.90,2005/01/31,On
843,0308101,Contoso Bright Light battery E20 blue,"Illuminate wireless reading device, two super LED lights",22,"Contoso, Ltd",Contoso,Economy,Product0308101,Blue,,,,2,Mid,$13.71,$26.90,2005/01/31,On
844,0308102,Contoso Bright Light battery E20 Pink,"Illuminate wireless reading device, two super LED lights",22,"Contoso, Ltd",Contoso,Economy,Product0308102,Pink,,,,2,Mid,$13.71,$26.90,2005/01/31,On
845,0308103,Contoso Bright Light battery E20 White,"Illuminate wireless reading device, two super LED lights",22,"Contoso, Ltd",Contoso,Economy,Product0308103,White,,,,2,Mid,$13.71,$26.90,2005/01/31,On
846,0308104,Contoso Ultraportable Neoprene Sleeve E30 Black,"Compact neoprene sleeve transport mini laptop or DVD player in any briefcase, messenger bag or backpack",22,"Contoso, Ltd",Contoso,Economy,Product0308104,Black,,,,2,Mid,$7.95,$15.60,2006/02/03,On
847,0308105,Contoso Ultraportable Neoprene Sleeve E30 Pink,"Compact neoprene sleeve transport mini laptop or DVD player in any briefcase, messenger bag or backpack",22,"Contoso, Ltd",Contoso,Economy,Product0308105,Pink,,,,2,Mid,$7.95,$15.60,2008/05/15,On
848,0308106,Contoso Ultraportable Neoprene Sleeve E30 Yellow,"Compact neoprene sleeve transport mini laptop or DVD player in any briefcase, messenger bag or backpack",22,"Contoso, Ltd",Contoso,Economy,Product0308106,Yellow,,,,2,Mid,$7.95,$15.60,2006/05/21,On
849,0308107,Contoso Ultraportable Neoprene Sleeve E30 Green,"Compact neoprene sleeve transport mini laptop or DVD player in any briefcase, messenger bag or backpack",22,"Contoso, Ltd",Contoso,Economy,Product0308107,Green,,,,2,Mid,$7.95,$15.60,2007/06/11,On
850,0308108,Contoso Laptop Keyboard X105 Black,"Beauty designed, wireless keyboard, combines easily with notebook to help improved comfort",22,"Contoso, Ltd",Contoso,Deluxe,Product0308108,Black,,,,2,Mid,$76.50,$230.90,2008/02/05,On
851,0308109,Contoso Laptop Keyboard X105 White,"Beauty designed, wireless keyboard, combines easily with notebook to help improved comfort",22,"Contoso, Ltd",Contoso,Deluxe,Product0308109,White,,,,2,Mid,$76.50,$230.90,2008/02/05,On
852,0308110,Contoso Laptop Keyboard X105 Brown,"Beauty designed, wireless keyboard, combines easily with notebook to help improved comfort",22,"Contoso, Ltd",Contoso,Deluxe,Product0308110,Brown,,,,2,Mid,$76.50,$230.90,2008/02/05,On
853,0308111,Contoso Laptop Keyboard X105 Silver,"Beauty designed, wireless keyboard, combines easily with notebook to help improved comfort",22,"Contoso, Ltd",Contoso,Deluxe,Product0308111,Silver,,,,2,Mid,$76.50,$230.90,2008/02/05,On
